# ReForger Anvil type-tag dictionary
# One entry per line as CRC32(class name)|class name; # starts a comment.
# Hand edits are fine -- a name is correct exactly when it hashes to its tag.
# Type dictionary for Assassin's Creed Odyssey.
# 1.177 of the 1.189 type tags this game's forges reference are named (99,0 %).
# Read out of the running game's memory and verified by hash: the tag is CRC-32 of the
# class name, so every line here hashes back to the tag it names.
# Generated 2026-08-13.

0x441D6851|AC2AssassinationTargetTracker
0x124C623B|MetaAIBehaviourStandStill
0x0637F5F3|MetaAIBehaviourTransportingDeadBody
0xAAD001E8|MetaAIBehaviourUnarmedGoto
0x78289F9C|MetaAIBehaviourUnconscious
0x99E75AF5|MetaAIBehaviourWaitForDriver
0x3B068631|MetaAIBehaviourWanderOnAINetwork
0xE2A2EA38|MetaAIBudgetPriority
0x72ACA389|MetaAIComponentSettings
0xC30F08EF|MetaAIComponentSettingsDLCAddon
0x54E42535|MetaAIComponentSettingsDLCContentAddon
0x7F0FAEEA|MetaAIContextTable
0xCF629B29|MetaAIDeadBodyData
0x350B1328|MetaAIFactionData
0xF24B0C31|MetaAIGroupData
0xE05CB077|MetaAIGroupDataContextTable
0x8AD0D3F1|MetaAIObjectiveAmbush
0x77DD6822|MetaAIObjectiveAnimal
0xD026BAD0|MetaAIObjectiveAnimalHerd
0x41B0BF1A|MetaAIObjectiveAnimalLocation
0x090908DA|MetaAIObjectiveAnimalSpawner
0xFAF0455F|MetaAIObjectiveBase
0x3686F3CF|MetaAIObjectiveBigBattle
0xD33412F4|MetaAIObjectiveBoatVehicle
0x281DA5D6|MetaAIObjectiveBountySponsorSpawner
0xDE8D757A|MetaAIObjectiveBrazier
0x6CE2F56F|MetaAIObjectiveCage
0x52940403|MetaAIObjectiveFightPocket
0x031DA6C0|MetaAIObjectiveHarbour
0x64398CE5|MetaAIObjectiveHuman
0xF42EA8A6|MetaAIObjectiveISUSentinel
0xC97DBAD8|MetaAIObjectiveMilitaryFormation
0x3CF8A8A8|MetaAIObjectiveNationChest
0x4D9F388B|MetaAIObjectiveNavalPatrolRoute
0xB5DBE0D1|MetaAIObjectiveObject
0x40CEE30B|MetaAIObjectivePersistentCharacter
0x6DE7BDC4|MetaAIObjectivePersistentCharacterSpawner
0x856F3158|MetaAIObjectivePlayer
0x2CFB8459|MetaAIObjectivePlayerBoat
0x8A7BFE04|MetaAIObjectiveRideableAnimal
0x7106A32C|MetaAIObjectiveSmallWaterVehicle
0xA5C98D53|MetaAIObjectiveSpawner
0x9DB66318|MetaAIObjectiveStatic
0x15890DA1|MetaAIObjectiveStaticCage
0x43F5DEDC|MetaAIObjectiveVehicle
0x541BBC91|MetaAIObjectiveVehicleHitch
0xA8A96347|MetaAIObjectiveVortexSpawner
0x162E20AF|MetaAIObjectiveWeaponRack
0xB5EBC133|MetaAIReactionBehaviourSummonedRideable
0x68BD22A6|MetaAIRestrictionZoneList
0x47171155|MetaAISchedule
0xF173125D|MetaAIScriptedDataSettings
0xCF9DFA9C|MetaAISoundSet
0x9D3DC730|MetaAIVirtualDescriptorDynamicLabel
0xB03ECA17|MetaAIVirtualDescriptorLocationLabel
0x971FACBE|MetaAIVirtualDescriptorWaterVehicleMetrics
0x021D77CE|MetaAIZoneCellData
0x59365930|MissionManager
0x883C8566|MissionMusicSettings
0xB4E00AE7|MoonCycleSettings
0x9895FF0A|MotionSoftBody
0x40E11A98|MousePlatformImage
0x519A86F6|MultiDecal
0x52C68A9B|MultiTargetTracker2
0x521EDD1E|MythicalCreatureSoundSet
0x1093CE1E|NavalBlackboardKeyRepository
0xD399A75C|NavalCrewAgendaTree
0x75EC1B8C|NavalDebugSettings
0x13AE87E4|NavalDialogueManagerDLCAddon
0x5A07FB28|NavalGamePlaySettings
0x37B8CDC5|NavalGamePlaySettingsDLCAddon
0xBECA6AAC|NavalGroupData
0xBC6E3CF1|NavalObjectModifiersCategory
0x15C566F8|NavalProgressionSettings
0x7EA5132F|NavalUniverseComponent
0x4437E88D|NavGridTiledData
0xFD04FB88|NavigationParameters
0x5E7D0E5B|NavigationSelectorBlenderNode
0xC75A8DF2|NavigationSelectorNode
0x0B4CE0E0|NavMeshManager
0x932D5FD8|NetUniverseComponent
0x8239DC20|NewGamePlusSettings
0x69B28327|NewGamePlusSettingsDLCAddon
0x0E2CB9C8|NPCAnimationBreakerSettings
0xD02C1538|NPCCommunity
0x8EA17C62|NPCCommunityDLCAddon
0xD40226D8|NPCContextDataSet
0x49EEBF98|NPCNavigationSettings
0x09C33584|NPCPortraitItem
0x076C3170|NPCScriptDefinition
0x51CF020F|OasisVoiceCharacterTable
0xF4C743B6|OasisVoiceConditionTable
0x3A250224|OasisVoiceTableItem
0xAC2EB537|ObjectModifierDefinition
0x98E0CD22|ObjectModifierRepository
0xF55FD1E4|ObjectModifierRepositoryDLCAddon
0x63B8DB6A|ObjectModifierTierContainer
0x06A16E30|ObjectModifierTraitSettings
0xF29157B2|ObjectPack
0xF1D48F2B|OcclusionMesh
0x95267B3F|OceanWavesParams
0xA50273B2|OfflineGlyphs
0x2E79BD58|OilManagerSettings
0xC6D6F7E4|OmniCookie
0x344780D6|OmniLight
0xF10BE53F|OnlineUniverseComponents
0x71CD9E46|OutOfBoundsSettings
0xBC2B1688|OutOfCommissionNPCData
0xDF35675C|OutOfCommissionSettings
0x2B8D2C13|PadPlatformImage
0xD4938E76|PadPlatformImageHackEntry
0x36D8BF51|PadPlatformImageV2
0xBFF852C8|ParkourSettings
0x0CF87690|PerceptionSettings
0x8F07EDFF|PersistableOptionsProfile
0x2EBF8BC0|PersistentBackgroundBank
0x0296DF18|PersistentChampionSettingsDLCAddon
0x2269B782|PersistentCharacterAdditiveDLCAddon
0xE202BE95|PersistentCharacterCompleteDLCAddon
0x8CC507E0|PersistentCharacterManager
0xF784A8B7|PersistentCharacterSettings
0xC3B6A5E3|PersistentCharacterSettingsDLCAddon
0x1FA20CED|PersistentPremadeDiscoverySettingsDLCAddon
0xCF2CEFEA|PetTraitSettings
0xF388BE76|PhotoModeAddonsManager
0xBA154A00|PhotoModeFacialExpressionItem
0x4FDB2F0C|PhotoModeFilterPreset
0x3D7948E0|PhotoModeFrameOverlay
0x35739538|PhotoModeGrid
0x5FD662D8|PhotoModeManager
0xE1A2A8DD|PhotoModeOptionItem
0x4098E5E7|PhysicHolderUniverseComponent
0x4D6EBBDF|PhysicSettings
0x0889691F|PilotConfigData
0x70FD5525|PlannerActionTag
0x6F9F3BBD|PlannerActionTagCategory
0x7F4CC1BF|PlannerSettings
0x70609AC4|PlatformImageManager
0x55E921AA|PlayerBoatCommunityMember
0x518249AA|PlayerBoatRideableHandler
0xEB7C1386|PlayerChoice
0x1FBC4AED|PlayerChoiceCategory
0xA3635DC8|PlayerChoiceDefinition
0x6641782F|PlayerChoiceManager
0x89ADB8B6|PlayerCommunityMember
0x9713A15F|PlayerProgressionManager
0x9F4A8F52|PlayerProgressionManagerDLCAddon
0xC4EBA473|PlayerSettings
0x2BAFE351|PointOfInterestCompletionQuest
0xFDDEA1FB|PointOfInterestCompletionSettings
0x1EBF6017|PoisonManagerSettings
0x7311E893|PoisonStageData
0xB271782D|PoisonTemplate
0x32A56A5C|PositionLabel
0xDA1BD191|PredictionDatabaseManager
0x3FAEF0A5|PremadePersistentUnit
0x58D4FC40|ProbabilityBag
0x1850AAAC|ProbabilityTable
0x95905827|ProceduralEntity
0x207C7937|ProceduralEntityGroup
0xE99D3578|ProceduralMesh
0x7D6F37A3|ProceduralQuestBoardAddon
0x981C34E9|ProceduralQuestContractMotivation
0x8752F02C|ProceduralQuestContractQuestGroup
0x9CEBDA4E|ProceduralQuestDatabase
0x32A8F6E1|ProceduralQuestExpression
0x0C06EC11|ProceduralQuestGeographicalDataAddon
0xEE87F630|ProceduralQuestGeographicalDatabase
0x47DE6A0E|ProceduralQuestManager
0x0AF8D30D|ProceduralQuestMotivation
0x6DEC73BE|ProceduralQuestObjectiveData
0xF5711C5F|ProceduralQuestObjectivePreset
0xD2E87307|ProceduralQuestOnlineQuestGroup
0xEB69C2C1|ProceduralQuestQuestGiverEphemeralNPC
0xA81C7DC9|ProceduralQuestQuestGroupManagerData
0x563267B2|ProceduralQuestSchedulerQuestGroup
0x687CE93B|ProceduralQuestStaticQuestGroup
0x30CEE18A|ProceduralQuestTagMap
0xF5D4A432|ProceduralQuestTargetEphemeralNPCGroup
0x96E92DCD|ProceduralQuestTargetEphemeralSingleNPC
0x8978F8F6|ProceduralQuestTargetEphemeralStaticEntity
0x4C7422ED|ProceduralQuestTargetLeader
0x95E350DC|ProceduralQuestTargetMercenary
0x1F2320E4|ProceduralQuestTargetMeta
0x3608016C|ProceduralQuestTask
0x4E09DA10|ProgressionCharacterPresetDLCAddon
0x1A5DD3E3|ProgressionSoundSet
0xA3E78AC6|ProjectilesSettings
0x9862085A|ProtectObjectiveSettings
0x6A59F76E|PrototypeScriptDefinition
0x8DEEB8AD|ProxyTextures
0xD7006ED4|PSSMShadowCullingNearRegion
0x5089B80C|PublicWorldBookmark
0x6FBF5034|PushableObjectSoundSet
0x6CDCED14|PushObjectSettings
0x4469BE53|QuestDefinition
0xEC4C221F|QuestFlow
0x7CF3D62C|QuestFlowDLCAddon
0xD3413873|QuestFlowInstance
0x207EE531|QuestGameplayData
0xD89FCB76|QuestGiverSettings
0x85EF8279|QuestHistoryDLCPreset
0x6FFEA3B9|QuestHistoryPreset
0x2857C44B|QuestInstance
0xD314A0D5|QuestLabel
0x2D7142A8|QuestManager
0xF543AE33|QuestMusicGlobalSettings
0x3B0217D3|QuestMusicSettings
0xC1FB618D|QuestSettingsDLCAddon
0x312A2913|QuestSettingsRepository
0x8B4204A6|QuestUICategoriesDLCAddon
0x379AA683|QuestUICategory
0x9BDABE0C|QuestUIInfoDLCAddon
0xA60F5ED9|RagdollPreset
0x4BE653CF|RagdollSkeleton
0x6F82EC6D|RainBlockerContainer
0x4E454C5E|RainBlockerData
0x122E3BFB|RainBlockerSettingsRegion
0xB0225189|RainOfArrowsTargetTracker
0x6CE44599|RangedWeaponSoundSet
0xC4A59FC7|RankManager
0x2853BB6A|RankManagerDLCAddon
0x146CB00F|ReachHighPointSoundSet
0x4A37269A|ReactionDataTree
0xF85C3B4F|ReactionManager
0x2EE12657|ReactionPack
0x0E0126A8|ReactionTree
0x4A0BDD77|ReactionTreeAddon
0x934392B1|RecordingProfile
0xAABBBB80|RecruitingSettings
0xB89EDA20|RecruitObjectiveSettings
0x2D675BA2|ReferenceListShape
0x6CB034AF|Reflex3Options
0xBFD416EC|RegionCellTriangleBlock
0x17FB5AA8|RegionLayout
0xC61A6B20|ReinsAndHarnessesData
0xE5B0AD2D|ResourcesModificationSettings
0xACA11FCA|RewardCategory
0x62A7F9CB|RewardDefinition
0x1D6E71D7|RewardManager
0xF8BDA454|RewardManagerDLCAddon
0x2E27628B|RFXSoundInstance
0x7D99FB39|RideableAnimalHandlingData
0xCEADD172|RideableFightSettings
0x91D550D3|RideableParkourSettings
0x0ED2AFD0|RideableSettings
0x26529FF6|RideableTargetTracker
0x0231A388|RiverCommonSoundSet
0x01385597|RiversSoundSet
0x11BF3F3A|RiverWorldComponentData
0xE30CF78F|RoleBasedGroupConfiguration
0x2F472CC6|RoleBasedGroupConfigurationSettings
0x8AF9C3A1|RoleBasedMasterGroupDefinition
0x56C35203|SandboxMusicSettings
0x575C803B|SaveGameDataManager
0xD01DA6C7|ShaderCustomOperatorDefinition
0x1CBDE084|ShadowRigidBody
0x680456EA|ShadowsSettings
0x2291F4C6|ShopGlobalSettings
0xD1406B2F|ShopLabel
0x24AECB7C|Skeleton
0x9FFCCB73|Skill
0x105BD7A9|SkillLoadOnDemandSettings
0xC93B930D|SkillLoadOnDemandSettingsDLCAddon
0x976288FB|SkillRepositoryDLCAddon
0xE76DE4CA|SkillSystem
0xD40F9637|SkillSystemAddons
0xDFB4B29D|SkyModelLUTSet
0x099317D5|SleepSettings
0xCBF1BCC5|SlowMotionSettings
0xA9EE606C|SmartObjectDefinition
0xF7A7E4DF|SoftBodySettings
0xADAA2F1C|SoftBodySettingsOverride
0xCECBE216|SoftBodySettingsOverrideByType
0xC278A982|SoundAutoGeneratedEntity
0x49F387B1|SoundBanksLoadOnDemand
0x039A8532|SoundDampingMethod
0x3E546F2A|SoundFallaSettings
0x31D02853|SoundFwallaEmotionSettingItem
0x2A0FF3E2|SoundFwallaManager
0x192C036F|SoundFwallaSettings
0x8DDA228D|SoundInitSettings
0x3EABFF87|SoundMatchingAddon
0x8C4BED7D|SoundMatchingManager
0xA807AF51|SoundMatchingPackage
0xA05A52B9|SoundMatchingPackageCollection
0x6E6AF3F9|SoundNPCInfo
0x7564FD67|SoundOcclusionPreset
0x01FFF6FB|SoundPackagesDLCAddon
0x92B0BB7C|SoundPortalObstructionPreset
0xACBCAA50|SoundRfxData
0xB90B50AE|SoundTrallaGroup
0x20B8F41A|SoundVoiceActiveStateSettings
0x1122101C|SoundVoiceNPCType
0x7A4D89B1|SoundVoicesSettings
0x24C1E2F7|SoundWallaAction
0x7D34F908|SoundWallaCombatSettings
0xE7B83453|SoundWallaLocationData
0x57C51075|SoundWallaSettings
0xCDBD1C60|SoundWeppaSettings
0xB5C43265|SourceMusicSettings
0xE48A3D92|SpawningDebug
0x08B71F46|SpecialAbilityRepository
0x5D2F7296|SpecialAbilityRepositoryDLCAddon
0x78AA23C4|SpecialAbilityRepositoryDLCAddonExtended
0x283EDECE|SpecialAbilitySettings
0x4FE512D2|SpecialAbilitySettingsDLCAddon
0x6053AB4D|SpecialAbilitySkillEnhancementDLCAddon
0x1FC98439|SpecialAbilitySoundSet
0xFA3F7A18|SphereShape
0x755ACE14|SplashFX
0x3126E5EE|SplashVectorFieldData
0x0BD01923|SplineCameraSelectorNode
0x80320FB8|SpotLight
0xBED73BE9|StaticPermutation
0x3DC6D919|StatusEffectPack
0xC0A15531|StorySettingsDLCAddon
0xE55F39F1|StreamableAnimationDataBlock
0xA5CD7166|StringReplacementCollection
0x8F3980B1|SubQuestFlowDefinition
0x830A0CA7|SubtitlesManager
0x092689F8|SummonedRideableSettings
0xF9111953|SummonedRideableSettingsDLCAddon
0xFC3B5B08|SwarmContext
0x849648F4|SwitchableTargetTracker
0xD56E8C60|SystemicFireSoundSet
0x46FF2D24|TacticalPositionManagerSettings
0x3C0E343D|TAGDictionaryDLCContainer
0xFFC5A970|TagDictionnaries
0x0196529F|TagDictionnary
0xD4117ED7|TagDLCAddon
0x8B330496|TAGGroupDLCContainer
0x02071BC3|TagRules
0x5F30B3C9|TAGRulesDLCContainer
0x14F6CB0F|TalkObjectiveSettings
0x49964232|TalkStarterSettings
0xC0DC050B|TargetingAddon
0xF042235F|TemporalCameraTransition
0x01724188|TerrainMaterial
0x4BE94285|TerrainMaterialBank
0x24C84277|TerrainMaterialCompiledData
0x4E4353C1|TerrainNodeData
0x6B85BBC5|Territory
0x6BB1DC5E|TestScriptDefinition
0x53CEC390|TextureFile
0x828AB4C6|TextureMapSelector
0xD70E6670|TextureSet
0x68ECCEA9|TextureStreamingManager
0x0569FB9E|TheaterCameraManager
0xB25B947C|TheaterCameraSelectorNode
0x28435F00|TheaterCinematic
0x695E121A|TheaterConfiguration
0x84EC653F|TheaterData
0xB98E4068|TheaterNavigationManager
0x5B81DF8B|TheaterNavigationSelectorNode
0x9543E286|TheaterScriptDefinition
0x0E830CA4|ThreatLevelMusicSettings
0xF740B947|ThreatValueTable
0xBC2C7429|ThrowableManagerUnspawnSettings
0x9096E879|ThrowableObjectUnspawnSettings
0x21307A8B|ThrowableSoundSet
0xF0C85018|TimeOfDayPropertyControllerData
0xB99078B9|TimeSaverMapLocationList
0xDE45C442|TitleUpdateRefererComponent
0x350A7198|TokenSettings
0x9EB5821B|TorchSettings
0x12A8E602|TrallaSoundSet
0x8DA70516|TransactionObjectiveSettings
0xA657986C|TransitionDLCAddon
0x5044002A|TransitionProfile
0x6FC0BD3B|TransitionProfileDLC2
0x242FB97D|TransitionWorldSettings
0x3625660F|TransmogItemInfo
0xDF7762D4|TransportObjectiveSettings
0x5924DA3E|TraversableCrackSettings
0x6ED380C9|TraversableCrackSoundSet
0x3F1D9DBF|Tutorial
0x72649D35|TutorialManager
0x47B189D1|TutorialManagerDLCAddon
0x17340014|TutorialSetting
0xBE7B8119|UGCAddonPatcher
0x0AD627A8|UGCPresentationAddon
0x549E34D8|UICategory
0xD31B11B3|UICelebrationManager
0x09515831|UICraftingItem
0x2E772CD8|UIEnumBinding
0xA1C7AF8A|UIEnumBindingDLCAddon
0xA06C8164|UIFactionContextDLCAddon
0x7046ED88|UIFactionInfo
0x2CA30BD1|UIGenericSounds
0xE18C7815|UIHiddenBladeMetaStatsEntry
0x98FC03BF|UIHintContextAddon
0xFC736357|UIIconFilterSettingsDLCAddon
0x540C3FC7|UIIconsDLCAddon
0xE1AB221D|UIIconSettings
0x9EDE9DCC|UIIconSettingsLegendItem
0x10C0CDCC|UIIconSettingsManager
0xB39EE3B6|UiInfoContextContainer
0x85674589|UiInfoRepository
0x2244F9F8|UiInfoRepositoryDLCAddon
0xD57C042B|UIInventoryCategory
0x036EBC6B|UIItemAttribute
0xFBA7CEB3|UIItemInfoOverride
0x225C4723|UILightingSetup
0x5B9FB912|UILocalizationRepository
0xE93750FC|UILocalizationRepository2
0xA5CC3107|UILocationContainer
0x2A6590B7|UIManagerGame
0xF42153D4|UIMeleeAttackMetaStatsEntry
0x1DBB8C37|UIMountSpeedStatsEntry
0x11D3869B|UINPCRankContextDLCAddon
0x27CC6824|UIPresentDayAudioFileEntry
0x4D8979EB|UIPresentDayContextAddon
0x2F69EA3C|UIPresentDayDocumentFileEntry
0x184B4CBC|UIPresentDayEmailContentEntry
0xA3F05E9B|UIPresentDayEmailFileEntry
0x668AFCE2|UIPresentDayFileContentEntry
0x797D8033|UIPresentDayFileImageContentEntry
0x2689D809|UIPresentDayFolderEntry
0xEBFF9F52|UIRangedAttackMetaStatsEntry
0x8AC1FCC3|UIResistanceMetaStatsEntry
0xD878D734|UISkillContextDLCAddon
0xEE3AB005|UISounds
0xB4A3D19C|UITerritoryContextDLCAddon
0xEA719F5C|UITitleScreenManager
0x21E4874E|UITutorialManager
0xB72BB0E4|UniqueAnimalCommunityMember
0x21784D2C|UniqueBoatCommunityMember
0x801A45C4|UniqueCommunityPackage
0x25FD8E9D|UniqueNPCCommunityMember
0xCD123EF9|UniqueRideableAnimalCommunityMember
0x206A722D|UnitInfoSettings
0x7E09EB0B|UnitTraitManager
0x98435A63|Universe
0xA58F3865|UniverseDLCAddon
0x98CF48A0|UniverseGraphicData
0xB37C1E71|UniverseTagRules
0x75C605FD|ValidationScriptManager
0x84E08BE7|VehicleDamageThresholdTable
0xC83A1AE8|VehicleSoundSet
0x5FA61968|VideoPlayerManagerDLCAddon
0x071DA0D2|VirtualBehaviourSettings
0x7565942C|VirtualEntityDefinition
0xAA0E379D|VirtualEntityNameTag
0x8D6519D2|VisibilityRangeModule
0x52AD75E9|VisionMode
0x7BDC0DCF|VisualAmbianceRegionCellData
0xB35053D0|VisualBowSplashComponentData
0x9A29D794|VisualDamageSetup
0x135DA422|VoiceManager
0x8B1359FA|VoiceManagerDLCAddon
0x937482A8|VolleyContactMaterialDataPack
0xEED47A1E|WakeUpSettings
0xCB3CE953|WalkAndTalkTargetTracker
0x84763C80|WarContractTemplateSettings
0x09399123|WarSimulation
0x663FCE9D|WarSimulationDLC2
0x0A89A772|WarSystemDLCAddon
0x6C7E0777|WarWorld
0x592EDE3F|WarWorldDLC2
0x7DBA7FDE|WaterBoatBehaviorData
0x5F7F4367|WaterBoatFXData
0xEEFA3781|WaterBoatHandlingData
0x9FBA51D1|WaterBoatSettings
0xA84D0B26|WaterBoatSoundSet
0x2369697B|WaterBoatVisualData
0x8CCCE798|WaterFloatingObjectSettings
0x4F6E0B3E|WaterMesh
0x7F86C101|WaterObjectSoundSet
0x3861A620|WaterObjectSplashSettings
0xCC356774|WaterQualitySettings
0xA0176936|WaterSettingsBlendState
0x3BB12C92|WaterShallownessSettings
0x4801F69C|WaterVehicleAnimatedActionFilter
0xDD512BAB|WaterVehicleDestructiblePointsContainer
0xEFA54A58|WaterVehicleHealthStateContainer
0x8A5B94DF|WaterVehicleSeparatedDestructiblePointState
0xA2FEB4A2|WeakPointParameters
0x00281B72|WeaponSettings
0x37DF4185|WeaponSoundSet
0x887004DC|WeatherPropertyControllerData
0xA75E1E80|WeightedTable
0x281ECE3C|WheeledVehicleHandlingData
0xDC648C1F|WhiteRoomManager
0x56261066|WindData
0x4CB04FBC|WindFlowDataChunk
0xBC116237|WindPropertyControllerData
0xFBB63E47|World
0xE91B1399|WorldBigBattleSettings
0xD4CDE33E|WorldBountySettings
0xB52AC9FF|WorldDataDLCAddon
0xECEF6DDB|WorldDataLayerManager
0x19E4C196|WorldDLCContentData
0x38A8E02C|WorldFactionOverride
0x8FB80DD6|WorldGI
0x58132076|WorldLogicSettings
0x2B0695D0|WorldMapManager
0x4632D955|WorldNation
0x5375686F|WorldNationDLC2
0xA1AF72E8|WorldNationSettings
0x5730D30E|WorldParticleData
0x3B9EE6E6|WorldPathManager
0x90AE4959|WorldPathNavigationSetup
0x03091E55|WorldPortalManager
0x74F367AD|WorldStateManager
0xF4F99059|WorldStateManagerDLCAddon
0x50BF2581|WorldStatePackage
0x0187C7B9|WorldTransitionManager
0x7C00F6AF|WorldTransitionPortal
0x12DF6F20|WorldVortexManagerLogic
0x18012930|ZipLineSettings
0x2FF673C7|ZipLineSoundSet
0xF5E9BB41|ZoneSpawnerDLCAddon
0x30782041|ZoneStarterSettings
